ID	Positive_score	Negative_score	Content
215	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
216	1	0	@gofooji #Avengers #InfinityWar for a chance to win an Avengers surprise 🎁
217	0	0	@gofooji An entire universe. Once and for all #Avengers #InfinityWar
218	1	0	#Avengers #InfinityWar for a chance to win an Avengers surprise 🎁
219	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/pkpOMWyEvb
220	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
221	0	0	NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/V5y20YSk7L
222	0	0	@gofooji I can’t wait for the movie release!! #Avengers #InfinityWar
223	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/v36F3tGUqj
224	0	0	An entire universe. Once and for all #Avengers #InfinityWar
225	0	0	An entire universe. Once and for all #Avengers #InfinityWar
226	1	0	@gofooji AHH this is so exciting #avengers #InfinityWar
227	2	0	RT @DrStrange: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/4Ud3pIbq13 https…
228	1	0	@gofooji #Avengers #InfinityWar for a chance to win an Avengers surprise 🎁
229	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
230	0	0	An entire universe. Once and for all #Avengers #InfinityWar
231	0	0	RT @gofooji: NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers #InfinityWar for a c…
232	0	0	RT @GeeksOfColor: Check out this new 'Avengers: Infinity War' poster for Moviebill! #InfinityWar https://t.co/qTAJHqo7Wt
233	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
234	1	0	#Avengers #InfinityWar for a chance to win an Avengers surprise 🎁 @gofooji
235	1	1	I watched Iron Man 1 when I was 14 &amp; immediately fell in love with this character. The same night, I watched Iron M… https://t.co/Ly8Y0VTfVx
236	0	0	An entire universe. Once and for all #Avengers #InfinityWar
237	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
238	2	0	RT @Guardians: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/GRQn6YfNq3 https…
239	0	0	An entire universe. Once and for all #Avengers #InfinityWar
240	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/O7IavHVD5a
241	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
242	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/mZBYZWgDyW
243	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
244	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
245	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
246	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
247	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
248	0	0	@gofooji The wait is over, Infinity War is here 🙌 Tweet #Avengers #InfinityWar
249	1	0	Waiting for #InfinityWar got me like.. #Avengers #MarvelUniverse @ChrisEvans @RobertDowneyJr @VancityReynolds… https://t.co/VPnT9uVtB8
250	0	2	Been with the MCU since 10 years ago. All the memories, from Stark's confession that he is Iron Man til Wakanda For… https://t.co/XYdjM8QBl3
251	0	0	An entire universe. Once and for all #Avengers #InfinityWar via @gofooji
252	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
253	0	0	An entire universe. Once and for all #Avengers #InfinityWar
254	1	0	RT @MarvelStudios: @kirarose14 Ready? Let's go. https://t.co/I43RQIcfLt #Avengers #InfinityWar #10Days
255	0	0	An entire universe. Once and for all #Avengers #InfinityWar
256	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
257	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/ehHLBwgD16
258	0	0	NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/PFKVR8pfzF
259	0	0	Textless Infinity War posters!!! 

#InfinityWar https://t.co/kzfP4rUOVH
260	0	1	RT @PopCorn_Media: Will Thanos destroy the US Box Office next week? 
#BoxOffice #Avengers #InfinityWar https://t.co/FDZ3urAVQG
261	0	0	An entire universe. Once and for all #Avengers #InfinityWar
262	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
263	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
264	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
265	0	0	#starlord also got some facial hair upgrades! 🙌 🙌 🙌
Countdown to #infinitywar begins! 
@prattprattpratt https://t.co/ucrtz0xBvX
266	0	0	NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/i6HjyHaYRb
267	0	0	An entire universe. Once and for all #Avengers #InfinityWar
268	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/zVNusREr2m
269	0	0	An entire universe. Once and for all #Avengers #InfinityWar
270	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/Kt2HBkG8Ds
271	0	0	RT @MatthewACherry: .@Marvel really giving us #BlackPanther and #InfinityWar back to back in a 2 month span https://t.co/nsD711LNTQ
272	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
273	0	0	An entire universe. Once and for all #Avengers #InfinityWar
274	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/tSsOxUMBYi
275	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
276	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
277	0	0	It all started in Dave Lipley’s dorm room my sophomore year of college! Showing me a trailer for something called I… https://t.co/TzCxf0xckq
278	0	0	An entire universe. Once and for all #Avengers #InfinityWar
279	1	0	@gofooji #Avengers #InfinityWar for a chance to win an Avengers surprise 🎁
280	0	0	RT @Avengers: Assemble the sweetest breakfast on Earth with these Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/GFN9uE…
281	2	0	I watched the first Iron Man when I was 12 and it's been an amazing journey growing up with Marvel movies. #Avengers #InfinityWar
282	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
283	0	0	NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/S3Vf04YjZQ
284	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
285	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJemiGws
286	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/lRh1xbl0sd
287	2	0	RT @Avengers: In ten days, destiny arrives. Get your tickets to Marvel Studios' "Avengers: #InfinityWar" now: https://t.co/kctg8VkHan https…
288	0	0	RT @nbstv: Join @sa_brizzy @deejahn as they host @Ugaman01 tonight 8pm on #NBSKonnect
Topics: Community Management and Social media Data.
D…
289	0	0	An entire universe. Once and for all #Avengers #InfinityWar
290	0	0	An entire universe. Once and for all #Avengers #InfinityWar
291	0	0	RT @gofooji: NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers #InfinityWar for a c…
292	1	0	Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #InfinityWar.
293	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
294	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/m3Mw275eQl
295	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/uT453I8lfS
296	0	0	@gofooji Tweet #Avengers #InfinityWar
297	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
298	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
299	0	0	An entire universe. Once and for all #Avengers #InfinityWar
300	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
301	0	0	An entire universe. Once and for all #Avengers #InfinityWar
302	0	0	An entire universe. Once and for all #Avengers #InfinityWar
303	0	0	@gofooji: NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers #InfinityWar
304	0	0	NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/szTd4u78hS
305	1	0	#Avengers #InfinityWar for a chance to win an Avengers surprise 🎁
306	0	0	An entire universe. Once and for all #Avengers #InfinityWar
307	0	0	NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/YM8TajhLxF
308	1	0	@gofooji The wait is over, Infinity War is here 🙌 Tweet #Avengers #InfinityWar for a chance to win an Avengers surprise 🎁
309	0	0	NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/boC5nCTyum
310	1	0	@gofooji #Avengers #InfinityWar for a chance to win an Avengers surprise 🎁
311	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
312	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
313	0	0	RT @gofooji: NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers #InfinityWar for a c…
314	0	0	RT @MatthewACherry: .@Marvel really giving us #BlackPanther and #InfinityWar back to back in a 2 month span https://t.co/nsD711LNTQ
315	0	0	An entire universe. Once and for all #Avengers #InfinityWar
316	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/RwXbHnprqY
317	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
318	0	0	An entire universe. Once and for all #Avengers #InfinityWar
319	0	0	RT @Marvel: Assemble the sweetest breakfast on Earth with these @Avengers-inspired Toaster Tarts! Get the recipe here: https://t.co/J4jmlS1…
320	0	0	RT @gofooji: NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers #InfinityWar for a c…
321	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/AOv8ndJvSR
322	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/2DCTVgNBru
323	0	0	RT @nerdist: Where exactly is the Soul Stone? We explain the 10 biggest theories: https://t.co/d7fIJZvi0m #InfinityWar https://t.co/WA3Cp7d…
324	0	0	NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/1kKp9CYCM0
325	0	0	An entire universe. Once and for all #Avengers #InfinityWar
326	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
327	0	0	An entire universe. Once and for all #Avengers #InfinityWar
328	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/2f0RpcXiXU
329	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
330	1	0	RT @IGN: These are the essential Marvel films to watch before #Avengers #InfinityWar.

➡️: https://t.co/Q0QsbU9tBK https://t.co/gEVhnh0EX7
331	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/6xqEP9t58h
332	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/ToxWgKceBW
333	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/8rsntJ92nQ
334	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
335	0	0	From 10 years to 10 days. Let’s do it. @Marvel #InfinityWar
336	0	0	An entire universe. Once and for all #Avengers #InfinityWar
337	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
338	0	0	@gofooji Okay! #Avengers #InfinityWar
339	1	0	RT @MarvelStudios: Everything you know. Everything you love. Tell us how you started your journey through the MCU! Tweet with #Avengers + #…
340	0	0	An entire universe. Once and for all #Avengers #InfinityWar
341	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/uhipt0wHyN
342	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/wPDk45NIuC
343	1	0	RT @cyanwhisky: #infinitywar one iron man to go, please😎 https://t.co/IsfxUx10cF
344	0	0	An entire universe. Once and for all #Avengers #InfinityWar
345	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/zL9ro1kG1i
346	2	0	RT @Marvel: In ten days, destiny arrives. Get your tickets to Marvel Studios' @Avengers: #InfinityWar now: https://t.co/UiS1rbHQrS https://…
347	0	0	RT @ReignOfApril: Bye Loki (I'm guessing). #InfinityWar https://t.co/LcFkqAD2ZT
348	0	0	NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/fnVVe3uxNp
349	0	0	RT @MarvelStudios: “Nothing lasts forever.” @Avengers: #InfinityWar in theaters April 27. #BlackWidow https://t.co/RNBQFB8bSc
350	0	0	An entire universe. Once and for all #Avengers #InfinityWar
351	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
352	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/PlX8ZLLc8c
353	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/3VEA7ZByC8
354	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/Him8kjfwng
355	0	0	RT @MarvelStudios: 10 Days until @Avengers: #InfinityWar. Get tickets now: https://t.co/xQsJemiGws
356	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/esilTvIWEf
357	0	0	@gofooji NY, BOS, PHL, DC, PGH, ATL, CHI, VEGAS, SF, LA 👋 The wait is over, Infinity War is here 🙌 Tweet #Avengers… https://t.co/lgwO40IM7z
358	0	0	An entire universe. Once and for all #Avengers #InfinityWar
359	0	0	An entire universe. Once and for all #Avengers #InfinityWar
360	1	0	RT @MarvelStudios: In 10 Days destiny arrives. Get your tickets to @Avengers: #InfinityWar now: https://t.co/xQsJem15EU https://t.co/7vcnwi…
361	0	1	RT @PopCorn_Media: Will Thanos destroy the US Box Office next week? 
#BoxOffice #Avengers #InfinityWar https://t.co/FDZ3urAVQG
